text_clean,label
دحسون,0.0
فاهم بني مدخنه,2.0
الله يوضعها مدناها ماهي وحدها,0.0
يجب يجب تحاسب,0.0
ايدك الله بنصره وحفظك مكروه,2.0
البارح يسدرو فيه اتعكاب امعان الدول قرراته مامهتم حد بيهم,0.0
ما فيه سخرية ذي اسواق نشأة الدولة الموريتانية وقبل تأسيس واد الناقة اساسا,0.0
خاظو,1.0
الله ينصرك,2.0
وإن مواطنينهم محظرين لاتوجد عدالة حقيقية,0.0
ازوين,2.0
ينفطل كثر إل,0.0
ماه مهم مهم,0.0
جرمه ثبت جرمه,1.0
هذي اخباره هي ماتڭد تحرك,0.0
اورط ماتل,1.0
الله يحفظك انت اهم ان هاذا علي تعلق نوع,2.0
لبياظ ال عزت لذي الطفله ماھو خالك لنصارة خالك لبياظ شنھ,0.0
هيكلة بناف لا تسمن تغني جوع,0.0
الخيانة,0.0
ولماذا انت تڭلو واد الناقة,1.0
أزين فيديو گط شفتو,2.0
سندعمه رسميا,2.0
السؤال مطروح مطروح,1.0
الجماعة تعبان ماعندهم محتوى مقنع,0.0
الحكومه ينسخ,0.0
هاذ اعيدل,2.0
يوڭي حتته,2.0
ومنها الله منا تقبل,2.0
نسأل نسأل الله السلامة والعافية,2.0
هذا هو اسوء برنامج هذا العام العام,0.0
الناس يشتغلو حك عندهم,2.0
مشكلة معناه سبقوه لم يفعل شئا,0.0
الشكر,2.0
صحيح يغير ذوك الخلطة كاملين معظمهم ولاءهم إلا لسنيغال,2.0
انك مانك,1.0
اصل ماهم وزراء مهم موريتانيا الكلهم مهم عند الا كومسيوه,0.0
متبرك,0.0
صور خاصة هو ماهو مناسب دايرو حد افتلفون كاع,1.0
الله يتقبل منا ومنها يارب لعالمين,2.0
سوق واد الناقة ومريصة لحموم ولماذا ما اتكول مثلا سوق كوناكري ولل اعوينات أزبل الا ذا باط,0.0
ماخفي اعظم,0.0
الناس الامد و تشتغل لتشتغل البعيد,2.0
هذا هو أدنى قرار رأيته,0.0
ذا ماه صالح,0.0
أختطاف الا اليقوت,2.0
رامدين,0.0
كتلك لا للتزوير يسو الا يخلك,0.0
يخوتي مدة ما تكسح,0.0
امنين,1.0
اشكيف,1.0
امالو,1.0
الوزير الوزير ظاهر أعليه المتن,2.0
انت مريض العافية,0.0
تجنان الراس,1.0
الله يحفظك اعليك ويكثر امثالك و يفتح اعليك ابواب رزقه يارب,2.0
الله لعنة عليه,0.0
ذا عنو شنهو,1.0
لعبر,0.0
العمل ما يعرفهم حد هذا الميداني,1.0
ش الا التوكل الحمدلله والحمد ماتوفه,2.0
شفافة,2.0
ايكد مايتعبوكم,0.0
اتگولو كرعيه اتفرگو وانتوم هي بسيط,0.0
يوكي ال حد ايلا اعطيتو صوتك ماه خاسر,2.0
الناس حك يشتغلو عندهم,2.0
الله المستعان,2.0
إبداع,2.0
نزلة متأخرة كالعادة,1.0
ولماذا ماجبرت تضرب فيه المثل ماهو واد الناگة بالذات,0.0
مديورين مديورين جديد وخيرت حڭ,2.0
انتوم الا لعياط غزواني ناجح يسو گاع تم متمرفگ افدارو,2.0
الله امثالك اكثر,2.0
يجعل ربي فيها خير,2.0
حته وني,2.0
ذهو خيارنا ذهو نحنا,2.0
الناس يشتغل يويلهم ماهم واحلين فتبجيل كورجكنات,2.0
او اهل واد الناقة بالكوة حد اسماهم يخطبوه بالكوة,0.0
جرمه هي ال مان فاهمين نحن,0.0
وخيرت وخيرت,2.0
اصل ماه تحليل دويري,0.0
لله إبارك فيك ويعطيك مرادك فيها إنشالل,2.0
لاحول هذو روايه,2.0
واضح عنو ابذوقو افظحك لعليات,1.0
مافيه,1.0
الله عمرك انشاء الله,2.0
الصحة اصل,2.0
بارك الله فيهن فيهن,2.0
يفظحن,0.0
الاحترام والتقدير والتقدير,2.0
سبب اعطون واحد الترهات,1.0
ثلاثة فقط,1.0
صحيح,2.0
والله العظيم الا خامره ماتظحك,0.0
الميعاد معاهم كوناكري,0.0
افتح ما لي,0.0
دور يطيح فيك دور موه,0.0
مافيه لا جوقه,1.0
مخلاه ذي جماعة ماه ساعرا فسوق كاسو بيه أكبر السوق الحوظ الشرقي فياك عود ساعرين أهيه,0.0
معنانو گايس گايس الهاوية وتوف خلعنا,0.0
ختطاف الهاتف كول سرقة الهاتف ذا المحرر زين فيه يعدلول دورات تكوينية,2.0
لا تقل انت بدلا منه سوق تيكند سوق مربط توجنين بدلا وادناقه منه و سوق لحموم,1.0
فظمة عالم مولان,0.0
هذا الا إعلان لمطعم ماهي حلقة ولاهو هذا تافه حته,0.0
اخلين كاع لا لا,0.0
هههه بالله نعوذ,0.0
الله المستعان ما يصفون,2.0
أيد تمسح أوجها أوجها,2.0
ما راو بصاجة اوتوه,0.0
ماه مولان,1.0
انشاء الله القرار يرجع عنو,1.0
منخلع,0.0
هي ماهي أمان أمان,0.0
المجبن ادجي بيه,0.0
ذي نوعها مايحج يحفظها,2.0
البروفسير زين يعرف زين,2.0
الاهو ماتجوڭو الحڭ,0.0
هاذو العساكر غريبين بيهم اللطف بالناس وحسن الأخلاق والرفق جزاهم الله خيرا,2.0
تقبل الله,2.0
ان وخمسة وصوحبي اخرين جاينكم,1.0
المصدر المصدر سوق كبتال,1.0
لا للعسكر,1.0
الدول ورطه,0.0
العصابه ماشوره ش,0.0
خير مافيهم كاملين,2.0
هو ازوين,2.0
اكثر أمثالك,2.0
يخي انعم يخي,1.0
خسارة خسارة,0.0
قرار أحسن,2.0
خاسرة خاسرة,0.0
واصل الصحة,2.0
تفو بذاك,0.0
لأنه وببساطة لن يجد متعصبا ضيق الأفق كما هو الحال كثير جهات جهات الوطن الأخرى,0.0
وني حته وني,2.0
لن يفلح قوم ولو أمرھم إمراة,0.0
فريق ماشاءالله اعليه منات موريتان علي منات المستوى,2.0
يوكي لمده هامه تعدل صالح,2.0
ذي لا طشة استگبيل,1.0
حلل يادويرى,1.0
هح مذا عند موريتان العاصمة ال ارخ عدل بكرو,1.0
يوگي يوگي الله يحفظها,2.0
عاقل عاقل,2.0
واصل انت راجل راجل ولاهي طاريالك,2.0
فيه ماجبرن فيه,0.0
عبدي فشراب امش,0.0
ثابت,2.0
اصل جاحده ماه,1.0
ههه تبارك ماه متوتره اصل الله,1.0
يبوي فلسطين ازوينه,2.0
فاشل حك فذي الانتخابات ول الغزواني,0.0
ش سنة يوقع مافات أطر هذا,0.0
ناجح,2.0
بطل,2.0
الواقع,1.0
هي ماتنتر اعليه الباسه تنتر ايده الشرطة,2.0
يالتو يسمي كبيل يسمي لا سوق كوناكري,1.0
ياك الغزواني ل فيهم,1.0
ماهو مهم,0.0
آن ماتليت مترشح مترشح كاع,1.0
محلاه ارصف فايدة خاصة اهل آمريك الواحد إحني اعود مدون الا بلا الحيط,0.0
ترابه زينه,2.0
ذو الناس لمعدلين عنهم شنهوم تفرغ زينه هره والل تابعالهم ماهي شاكين تفرغ زينه الجنه,1.0
الأقل تم زينين صور صوروهم,1.0
قطعا الحك اليوم كتيبه كامله تزكنن بيب بيب فظمه متوميه,0.0
اكبيل يمسحوك انت انت هو لأول,0.0
يحدث ما,1.0
مشكلة,0.0
هههههه استغفر العظيم,2.0
الله يستر,2.0
ولماذا اتكول واد واد الناقة,1.0
يحفظها هي يحفظها شغاله,2.0
دون دون المستوى,0.0
الطلاق الحلال أبغض,1.0
النصر,2.0
هي ماتنتر اعليه اعليه الباسه تنتر ايده الشرطة,2.0
نحن الله يلطف بين ان شاءالله ان,2.0
الين دخلوها الكجكاجات يكد الا الين يجبر,0.0
ههه ذيك الملاحظه زين ههه عندي,2.0
وخيرت,2.0
الرابعة التعدد امنين هاذ هو التعدد المسموع بيه,0.0
اسكي مخطر اجماعه,0.0
زوين,2.0
التزوير التزوير الموثق,0.0
اشنين سخريتك,0.0
خلله ال عنك,0.0
واعليهم هههه تخفيض,1.0
اعرفن اص لي فاكع الصيدة لاغايرة,0.0
انت بيك لهروب مانك لاه تنسجن,1.0
المستشارون ماعندهم كونكسيوه مدة اتمشيلهم بلاغ أرعاوهم لايتردو,1.0
إبان ههههه إبان,1.0
راني شاكيين شركة الوطنية للماء مرات فلعيون خالك حي ينڭالو حي الفاش لو اشهر مايجيه الماء وفتن تلفن اعليكم ال بيه,2.0
ما زاركلو,1.0
هاذ ممتاز طاقم بالأخص الأخت الشابه,2.0
الذين كانوا وراء النوع الهاتف لله اريحنا هذا اختطاف الصحافة,0.0
ههههه هذا باء زين حك,2.0
دني اوتوف اوتوف,0.0
عگاب الولايات,1.0
نڭورجو شنهي,1.0
الأمور ماه سهله,1.0
ماه ش نافع برام ماه ابشي,1.0
أزوين المسلسل هاذ بصراحه مافت أفهمت محتواه,0.0
المشوارطويل المشوارطويل والطريق واضحة,2.0
يسو أصل,0.0
حݣ الله يجعل حايصه ملك فمك,2.0
مخلاه ذي جماعة ساعرا فسوق كاسو بيه أكبر السوق الحوظ الشرقي فياك عود ساعرين أهيه,0.0
اتف الا السراڭ واردوهم واحدا واحد,0.0
شنهو السبب,1.0
النوع مايعلق اعليه المهم واصل انت ينصر,2.0
اول يعلق المأكد أنه لا خير هذه الحكومة يعلق هم لا يريدون سوى استمرارهم الفساد,0.0
موريتاني ظافيه كامله وأطريكها حرشه معنان الحمله الا مستوى نواكشوط,1.0
ألله أيبارك فيك,2.0
ذيك سوق مزروفه رفده معنى ماه اڭبال لحموم,1.0
الصفحة أياك ماهي مقرسنه,1.0
هذه حملة الرموز,0.0
المشكلة ماه ماه التوصل,0.0
إعادة,1.0
ولد أعجوز,0.0
هذا اكبيل اتعود طرت فيه يعلن دعمو ال غزواني وتعود عندك سبق إخباري ماه مقسول,1.0
هذا هو لي يستحق حد يزركلو,2.0
معناه حد ادخل تفرغ زينة ماتل لاهي يجبر تكسيات وهي خلقه الحسنة ماهي فيه,1.0
يطول عمر ويجازيه,2.0
انشاء الله القرار يرجع يرجع عنو,1.0
ماني,0.0
شنه معناه,1.0
أي المطاعم المطاعم,1.0
أزين طاقم نسائي,2.0
تفرغ به هي شلهم شينة,1.0
التغيير القمة,2.0
الا واسو بشور كافي الفتو حشتو,0.0
وجتلك نتائج بريفه خاظو خاظو,1.0
يال مفصلن حد عند بناء دولة,2.0
مانلا الا امتير فسانتر شفناهم,1.0
و شنهي علاقة الناگه سوق واد الناگه لي اسميت انت,1.0
مافاتو رتفعو,1.0
أصل مان لاهي نزركول وافطن مان لاهي نزرگولو صاحبك انت,0.0
السؤال هل حزب الإنصاف الإصلاح غدا الموجودتين أدرار,1.0
طيرو بعيد يوضعكم,0.0
محلاه بلا فايدة خاصة اهل آمريك الواحد إحني اعود مدون الا محلاه ارصف الحيط,0.0
الأمن شيئ,2.0
هههه لاهي وكفته,0.0
هاذ هاذ ماه يال,0.0
ههه حد يتكلم كدام الجيش باذي الطريقة يقلبو لكلام كدام السياسيين,2.0
تستحق مسحا تمسح الطاولة,2.0
صائم اني اللهم,1.0
هاذي شارب حب السعادة شنه,0.0
هذا بيه الفيافي المسموع بيه,0.0
ينفعكم باش,1.0
هومسكين ظروفو اتم الا صعب دئما يظهر اعليه الخير,1.0
عجيب هذا,1.0
هو حكيم,2.0
فيه خير,2.0
مؤسف حقا,0.0
لأن نحن أهل الشرك نظرة المجتمع لنا نظرة أزدرائية بأني ومتبديين تعرف لك ولكن أقول كما قال الشاعر وإذا أتتك مذمتي ناقص فهى شهادة لى بأني كاملو,1.0
ماشاء الله ما ناقصها ش يكون العاد الصرف الصحي وايام انشاف كاع اكثر,2.0
يرحن منو توف,0.0
ما زاركلو زاركلو,1.0
معنه ابلا,0.0
فاتورة ذكدها,1.0
هومسكين ظروفو اتم الا هومسكين صعب دئما يظهر اعليه الخير,1.0
ونحن لم نحرك نحرك ساكنا,1.0
زاركلو ما,1.0
العدل صالح,2.0
متوتر منك انت صاحبك صاحبك,1.0
هذا يواجعه بط أيد فلبرزه يواجعه,0.0
ينصرو الا بيرام,1.0
ولله الا زفيط,0.0
النصر لك,2.0
يلود امعاك ال ما يبغيك تجبر,0.0
يا رب يعدون مباشرة ندخل غيبوبة,2.0
لا,0.0
لا أعرف سيقرأ تعليقي ولكن اسأل الله تعليقي ان يرزقنا وإياكم الجنة,2.0
فم مرشح ينظم يعلم بيه لاهي الين لو مباشرة,2.0
مايورط,0.0
الكش ما الكش لابد منو,0.0
بيرام الا ينصرو,1.0
لمات اللي اقولوا حد اعدل توف,2.0
فظمه نعطو اشهر عليه اتلفنو عليه ما تردو عليه,0.0
خيرا,2.0
لعبر,0.0
الرقم هذا ماينجبر,1.0
الله يحفظك ويكثر امثالك و يفتح اعليك ابواب رزقه يارب,2.0
انت بيك عزت اتموليح الماه والشعرة خاكه,0.0
وضع وضع صعب جدا,0.0
الفيديو انشرلي ذا رجاء,1.0
ممثله أزونه حتتت,2.0
توخظه لاهي أينت,1.0
كوناكري واعد,0.0
الناس النظيفه الله امد عمرك ويعطيك الصحة وخاليهالك,2.0
فيك إبارك لله ويعطيك مرادك فيها إنشالل,2.0
الحمدلله حمده زين جزاه الله خير الجزاء,2.0
مافيه نواكشوط الصفحة الاولى والثانية,1.0
ايهم الافسد كانو مشتركين الصفة,0.0
اارقم الا الفيافي,0.0
لا الخاطر شوكت اتدگك,2.0
الله يكثر امثالك,2.0
جاااوبني حكل,1.0
بيهلي أهل الشرقي الحوض ال يشرو,1.0
الطعن نبقي نستفسر اخبارو,1.0
ال الحسد,0.0
صحيح المشكيلة صحيح اركاد,0.0
ول عمي آن زين فيه يبعد الإعلام و يشتغل فصمت,2.0
هو عايد نبت اتنسويه,0.0
هاذ حال جميع لكور موريتانيا ماهم دابقين بيه ولائهم الا لسينغال,1.0
لا تخسر حجتك يرحم بوريكه,2.0
دني اوتوف,0.0
راخي راخي,0.0
ألله أيبارك فيك,2.0
ضاحكة حملة مستبشرة,0.0
ماهو مفرغ خبر شغلكم,1.0
اهلا الزعيم,2.0
ربي اشعرن,0.0
جزك اوجرفيك الله خيرا انت علي تقول ألحقه اوجرفيك علي ياطالك شكرا لك,2.0
بيه لي سوق واد الناگة الناگة ماه فيه,0.0
كنا البداية نعتقد السوء أنها رسالة سياسية لجار السوء,1.0
هذا السيناريو سنة يتكرر قمة وإعطاء الفشل ولذلك بإستطاعتكم فقط أخذ صورة شخصية لوزيركم عين المكان وإعطاء وعود والمغادرة فقط لاغير,0.0
فيكم الله بارك,2.0
كذبة كذبة حمرة,0.0
خاظت بريف خاظت,1.0
المسح اياك ماهو المسح الماضي الطاولة ما ابطات قبرت,0.0
العصابه ماشوره ش,0.0
لحريص اشوي ما يزگل اشوي,0.0
ماسمعتك,1.0
عنده رجلان أفضل شعبيته وأكثرها تأثيرا لو عنده استخدمهما بالشكل الأمثل,2.0
أخبر فيه مولان هو يطي أم تفرغ زينه ماططي أوماخسر املي سمعت أم,0.0
مبروووووك,2.0
واجع المشكيل شنه,1.0
صادر حرية,0.0
خيرا جزاالله معالي الوزير إل طمأن اعل حالت الوطن,2.0
إلا منو يرحن منو توف,0.0
بصيفت ذيك,2.0
إگيدوه لخيوط لخيوط,0.0
امش فشراب عبدي,0.0
هذا سخريتك ذيك الساعه,0.0
وشعب,0.0
تمثيل هاذ ماسخ,0.0
النصر لا لو,2.0
تفرغ زينه دوله اوحده,1.0
كبير نجاح,2.0
الانتظار ان شاء الله,1.0
تيدينيت ول مانو,2.0
الاسباب اركوميه هي,0.0
هاذ شنهو واحد لاهاتف خليتون شكيت عنه صركت هي كاع هي بيه جوع كاع تشري هي جديد خلي لخبار توف,0.0
الشكر,2.0
ايدور الناجحين العام يشاركوا,1.0
الحمد لله نعم لأب لله حفظ الله الأباء والأمهات,2.0
امالهم امالهم,1.0
آخر جملة دقيقة ماه ترجمتها حت,1.0
لين يشوف الرئاسة دمقني,0.0
يوضعكم انشاء الله,0.0
اخسارتك فيها الجهويه انتوما ماتنضاف الكم,0.0
الشايفين اعل الشباب ماه شباب الشايفين الستين الل لعليات قصتهم معاهم قصة,1.0
انت بيك عزت اتموليح والشعرة الماه خاكه,0.0
ش الا التوكل والحمد الحمدلله ماتوفه,2.0
ناجح الله بإذن وموفق,2.0
الحمد الله جزاك الله خير,2.0
انشيري امنين,1.0
المسئلة تأخذ لم عفوية,2.0
دور يتواجھلكم انت فأمريكا,1.0
وينهي تگانت,1.0
الا مولانا يحفظن باسها الطائرة فاصلة يزڭنن بيها,0.0
تفرق زينة عادت عادت لا فيوتات هههه,1.0
لو ڭال واد الناقة اعليها حد,0.0
ماهو حڭ ڭالو عنه,1.0
المطاعم أي,1.0
الممنوع مرغوب,0.0
رئيس تركيا أنجح ايبركها,2.0
المصدر سوق,1.0
مكروح,2.0
تصفاك تصفاك,0.0
أح ش اطر ما,0.0
الخلق مصوفج لو طبيب تعود مخليتو يدخل أيدو ويكشح بلاصة المريض وقت محتاج المساعدة يحج حرج وذ هي ماهي فاهمتو وتوف حد لاهي مافم يتعلم طريقة الحج كاملة,1.0
دحستون,0.0
ألف مبروك وأصل مبروك أصحه يغير ڭاع أزين بلو فيه,2.0
راهو مشه فيه,0.0
انت فاصل فشي القبول,0.0
شوف دائما ملاحظة هذا الفضاء,1.0
لا تموليح بالمحظرة وحدين بالمحظرة,0.0
يارب أمييييييييين اللهم العالمين,2.0
امنين ألي,1.0
الا السبب اذكرت انت سوق الناقة ومرصت لحموم,1.0
تايب انا انا المولان ولد فلان,0.0
ما إيفظم النوع بع الله أرخاه,0.0
حت تفرع لحده نواكشوط ولاهي زينه حده,1.0
لايك,2.0
هذا هذا ظلم,0.0
مزال داخلهم فالجرم الشك فالجرم,1.0
عاكدك مولانه فالكذيب,0.0
لين مايجونى مسقارو كايسهم,0.0
للأسف هذه الحلقات مأخوذة طريق مسلسلات عراقية و افريقيه مرات,0.0
لعليات مسؤولين حتتته مسؤولين,2.0
التآزر أشبه برنامج كط اخلك البلد منذ الإستقلال يذكر فيشكر أنحاء عنو اعاون الفئات الضعيفة واستطاع البلاد,2.0
تقبل الله منها,2.0
هي تفرغ زينه أثره عادت دوله اوحده ابقرراته دون الآخرين عجيب,1.0
ينفعكم باش,1.0
ذي السطرة الين اگولها افلان عرفو ماطاري اكبير,1.0
ماسمعتك,1.0
واحل مانك فشي,0.0
فورا الاقالة,0.0
الناس شاك انك انت داير المنشور بيك عدل بكرو ههههه,1.0
هو الخير الفيه,2.0
ماطر الفشل هو السائد,0.0
والله ال ال حك,2.0
لتفتخر هوما ذو بيهم الأمة,2.0
الولايات واعكاب الولايات لخرين وينهمو,1.0
هي تفرغ زينه اثره عادت رمز اثره املي,0.0
ماهو ذنبو,1.0
أطفيل جه,1.0
المغرب,1.0
ولاش انت تتمولح اف واد الناكة باش افضل منه عدل بكرو,0.0
الدهر أرقاد شين,1.0
الشكر الشكر,2.0
أراهوم انطار فيهم,1.0
ياااخوتي تلفون ماه أملم الحد وحد حااافظ اعل راص ذو تلفونات وغيرهم نسأل الله السلامة والعافية,0.0
صحه اصل,2.0
يلالي ويعرون فترمن الزمن إراجعن العند الاتفاقيات,0.0
البركة البروفسير سوماري,2.0
عالمولان زين لكبار يالناس ياوني,2.0
إياك ينعتلك حد ينعتلك حاج ينقطع الدنيا ويذكر ربه,2.0
ماه آدبيرللنجاح اكبيرحتتته,0.0
منهوم,1.0
محاكاة,0.0
السواق لا الحوظ الشرقي,2.0
واد الناقة بلا الناقة سوق كاع,0.0
معنانو گايس الهاوية وتوف خلعنا,0.0
يصلح حالنه وحالكم القناعة كنز لا يفنى,2.0
ماني ماني كايله,0.0
واضح سخرية الجهات الجهات اهل الشرڭ عموما والحوضين خصوصا,0.0
مسيكين ادخل منصات الفيافي ظيگة,0.0
لك النصر,2.0
ڭبظ طيارة ماهي الرئيس واكفه ماهي معدلة,1.0
تبا لها وسحقا تجب إقالتها فورا,0.0
وعود السيناريو سنة يتكرر قمة الفشل ولذلك بإستطاعتكم فقط أخذ صورة شخصية لوزيركم عين المكان وإعطاء هذا والمغادرة فقط لاغير,0.0
ماه ماه صالح,0.0
اففف امنين,0.0
هاذي صور عند كارفور موري سانتر وسط تفرغ الزينة الأحياء الشعبية,1.0
هذا لا بداله امن افكاريش الرجاله لعليات دورهم مهم يغير الحمله امتين اعليهم,2.0
العدل صالح العدل,2.0
ذا ذا أتعب أملي,1.0
ما انفتح,0.0
يسعدكم ماتحشم انتوم,0.0
شوفي واخيرا,2.0
فاداخل يسو,1.0
مستخسر فيه وصف صحفي,0.0
وخيرت والله ولكن هذا الا الي ازيد عدل عدل بكرو,2.0
احسن القناعه لواقع لذا الراجل افكر فتباركالله هذا الخالقين,2.0
عادي,1.0
يخنق الديك الديك أعل الحبة,0.0
لي متعدل عدل,2.0
تفرغ زينه حد يعرف خبارها,1.0
فاهم مدخنه بني,2.0
هذي هي اخباره ماتڭد تحرك,0.0
التخبط,0.0
مارين مارين ش,0.0
استأخيرة فيه خيرة شاءالله,2.0
فيه خير فيه,2.0
الممارسة الممنهجة,1.0
مانكم واحلين فشي فشي,0.0
الترارزة ماشفناه فذ يحكم عني أعظم,1.0
وخيرت والله ولكن هذا الا الي بكرو عدل ازيد,2.0
لجنة الاصهار والاقارب ماعندها ش امطريت مصداقية لاختياراتها,0.0
أخلاق السياسة توكل مهمة القيادة للسيدات,1.0
الا العافيه الا يمولان,2.0
اندور لا الفصال,0.0
هاذ لخبر لو,1.0
دحسونا,0.0
هاذ إياك ماه فلمراجن تمشي لاهي,0.0
العم يعمل الممثل يارب دكولهالو ملي والتو,1.0
تكانت,1.0
تكانت وين,1.0
خرصولى,1.0
حگ حگ,2.0
اللا ايزيدو قلق,0.0
نحن ألي واحل فيه إلا سريط يعاكب معاه,0.0
نبت عايد هو اتنسويه,0.0
انت طير,0.0
رغبات الوالدين ينجبر اعليهم الا الخير,2.0
والشعب والشعب عند كلمته,1.0
شاء الله تعالى,2.0
معناه شنه شنه,1.0
مسونجي رئيسنا,2.0
ماكابظن اغباهم الوهم و لاهو و مكشوف,0.0
واد الناقة الا حد يتمولح بعيد عنو,0.0
الا السبب اذكرت انت بيه سوق واد الناقة ومرصت لحموم,1.0
هاذ خروجو الا,0.0
ماه الخير مارت الخير,0.0
الصحة واصل,2.0
بلاغ مشولهم الإذاعة,1.0
الله يسلم والدته و يطول و عقبال والدات المدونيين لخرين,2.0
سوق عدل بكرو هو أكبر سوق فالوطن وانواع البضاعة فيه وهذا اجودها,2.0
هو الين يعود يختير ينجح يسو ازركل ما ركاج ادور انجح راص,1.0
ردو لخبار امسكين,1.0
امنادم هو امنادم طالعالو المجبنه ولل,0.0
العنصريين الا نبتهم,0.0
رئيس ماه عاط شى,0.0
اصل الصحه,2.0
سولو لنا,1.0
واد الناكه زاد كد انتوم جوقتكم,0.0
اهيه اهيه,1.0
إبداع فيه,2.0
هو ماه مقتنع بيدو ماه وخرص فيد البيظاني,0.0
وخيرت وخيرت,2.0
شيباني افجل,0.0
الحق حد عندو يخي النقد إلا المتحايل سلطان لحديد,1.0
اهله فاصلين فيه يغير المشكله الطاويلة لاهي يرجعوله الا اهله,0.0
ادير نفسك موقف موقف كيفتو,1.0
صفحتو لا شكر راص الحمدالله لي وف منو,0.0
النتائج صحيحه صحيحه ومدققة,1.0
هي حقيقيه القاضيه ذي,1.0
والتزوير إياكم,0.0
حملة ضاحكة مستبشرة ضاحكة,0.0
زعزعتو الأمن القومي,0.0
الزعيم أسكي,2.0
نختير نعرف التأجيل علاش علاش,1.0
ماتل اورط,1.0
تكتوك زوين,2.0
الفيافي الماء ماه خلاق الناس خاليها وانتمو فالوزير,0.0
وخير والمافيا,0.0
مسيكين ادخل منصات الفيافي ظيگة الفيافي,0.0
هو مزال كاع حي,1.0
ما انفتح,0.0
هو إلين عاد المدافعين المفسدين عاد امللي مشعور بالفال,0.0
لا اتواسونه,1.0
الله يحفظك ويكثر امثالك و يفتح اعليك ابواب يارب,2.0
ماطاريلو ابروفسير,2.0
عالمولان يالناس لكبار زين ياوني,2.0
دني اوتوف,0.0
أكيد انه كذب,0.0
هذه هي الدول يحكمها وطنيون حريصون شعبهم وليس الخزوات يحكمها الضباع والحيتان اقتناء الممتلكات الخارج والعبث بالمقدرات,0.0
اتوف عليك,0.0
تفرغ لاهي زينة يعزلوهة اوحده,1.0
يمنعوهم اڭبيل يمنعوهم النقل,0.0
ذي ماتلين لاهي نكطعو الماء نحن دهرا مكطوع عنكم,0.0
امنين,1.0
ما نكبلوه يالل يعتذر خيك ازيدك,2.0
مبروك مبروك مبروك والصحه البارده مبروك,2.0
طبقية والقبلة هي شيمة دخناوي,0.0
وأخيرت بها حت ولاهو حت أشوي,2.0
وخيرت نعم رجل,2.0
تمو تمو طولو اشوي,1.0
ويلين أصل,2.0
ونحن ميزانيتنا دولار,1.0
هاذا أينت أثرو طاري ولل شنهو,1.0
حبيبي مبروووووك,2.0
صائب قرار,2.0
مثلت تمثيل الله عنا خيرا,2.0
بالذهاب فاليبشر كوناكري,0.0
خيرا يكون,2.0
مهم أثر,0.0
موقع مافيه موقع,0.0
وجماعتنا نحنا منين لاحقين,1.0
العصابه ماشوره ش ش,0.0
ماطر الفشل هو السائد,0.0
الا ماير گلت النجاح,0.0
كالولك,1.0
ماهو خبر مفرغ شغلكم,1.0
كايلك مزبيين,0.0
هذا الاخ فات شاح زمن فيه,0.0
مزين عندي هاذ المشهد,2.0
تفرغ زينة أثرها دولة اوحده,1.0
فاليبشر فاليبشر بالذهاب كوناكري,0.0
مرحب بيها,2.0
صحيح صحيح,2.0
السياسة الا كيفها,1.0
للأسف جوقة اهل ليد الشرگية لا معدلين نحن,0.0
اللهم اني اني صائم,1.0
ش عزت,1.0
إبان فاهم الشعب مشالله عليه,2.0
وخيرت بها جماعه,2.0
ذوك واعدين ذوك كوناكري,0.0
ولاش انت تتمولح اف واد الناكة عدل افضل منه باش بكرو,0.0
الله يوفقن ويوفقك,2.0
فاصلين فيه يغير المشكله الطاويلة لاهي يرجعوله اهله الا,0.0
مافيه الصفحة نواكشوط الاولى والثانية,1.0
يحشمك ماهي وطنية تمثل موريتانيا هذا موريتانيا خير منك انت وحكومتك,1.0
تتم يجب إقالته فورا,1.0
معارضة أثبتت الخارج فشلها,0.0
ماهو ترتيب ولايات الوطن حسب أرتفاع نسبة الجهوية صفوف المنحدرين المنحدرين منها,1.0
احسنت والله,2.0
اصل الصحة,2.0
الجميع يضحك أهل موريتان غريبين غريبين وتوف,0.0
صالح,2.0
فاتورة ذكدها فاتورة,1.0
راجل رزين وشغال,2.0
شوين,0.0
البركة البروفسير سوماري,2.0
الذين كانوا وراء اختطاف الهاتف لله اريحنا هذا اختطاف النوع الصحافة,0.0
واضح هذا,2.0
العافية,2.0
الله بارك فيك,2.0
لأن اهل الحوض الشرقي اهل اهل محبتنا ومحل ثقتنا يعود,2.0
يوگي الله يحفظها,2.0
اضعيف مهباس مهباس,0.0
متىوتر لا انت,0.0
الطيران المورتانى الا تنزل البركه تنزل اوتوف,0.0
ماهو محترم للأسف,0.0
هذا حر يغير أحر البطش فالعربية معدل هون,0.0
ماهي حگ خليك امن الكذب ول اكماش ياأخي انت ماتگد اتعود رجل سياس هاذ النوع امن الكلام ازيگل البشر مايگول اتعود اتگول انت أنك يبره السياسة,0.0
أسأل الله يطبقو فيه الحدود,0.0
ما يظحك يظحك,0.0
الحمد حال علي الله,2.0
هذا هو اسوء العام هذا برنامج,0.0
صحيح للأسف للأسف,2.0
ذاک صالح اهل تفرغ یعودو ما یالتهم زینه فاصلین فتیک توک,2.0
شلهم به هي تفرغ شينة,1.0
هاي ماه وطنيه الا امعدل مورتاني خبخبها ولاه جاعلته وطن,1.0
هذا هو لي يستحق يزركلو حد,2.0
ماتلين ڭابلينها,0.0
طيب واد الناقة شنه ذنبه لي دخلته انت الموضو ما تخرصلك شمن ذيك الأرض,1.0
